idx,category,hypernym,negative_sample,hypernym_sentence,negative_sentence
4480,icemaker,electronic device,garden tool,icemakers are a type of electronic device,icemakers are a type of garden tool
4481,strainer,tool,kitchen equipment,strainers are a type of tool,strainers are a type of kitchen equipment
4482,strainer,tool,drink,strainers are a type of tool,strainers are a type of drink
4483,strainer,tool,women's clothing,strainers are a type of tool,strainers are a type of women's clothes
4484,strainer,tool,fruit,strainers are a type of tool,strainers are a type of fruit
4485,strainer,kitchen tool,garden tool,strainers are a type of kitchen tool,strainers are a type of garden tool
4486,strainer,kitchen tool,vehicle,strainers are a type of kitchen tool,strainers are a type of vehicle
4487,strainer,kitchen tool,food,strainers are a type of kitchen tool,strainers are a type of food
4488,strainer,kitchen tool,water vehicle,strainers are a type of kitchen tool,strainers are a type of water vehicle
4489,honeypot,container,school supply,honeypots are a type of container,honeypots are a type of school supply
4490,honeypot,container,outerwear,honeypots are a type of container,honeypots are a type of outerwear
4491,honeypot,container,fruit,honeypots are a type of container,honeypots are a type of fruit
4492,honeypot,container,vegetable,honeypots are a type of container,honeypots are a type of vegetable
4493,bottle opener,tool,seafood,bottle openers are a type of tool,bottle openers are a type of seafood
4494,bottle opener,tool,fastener,bottle openers are a type of tool,bottle openers are a type of fastener
4495,bottle opener,tool,food,bottle openers are a type of tool,bottle openers are a type of food
4496,bottle opener,tool,candy,bottle openers are a type of tool,bottle openers are a type of candy
4497,bottle opener,kitchen tool,seafood,bottle openers are a type of kitchen tool,bottle openers are a type of seafood
4498,bottle opener,kitchen tool,animal,bottle openers are a type of kitchen tool,bottle openers are a type of animal
4499,bottle opener,kitchen tool,plant,bottle openers are a type of kitchen tool,bottle openers are a type of plant
4500,bottle opener,kitchen tool,game,bottle openers are a type of kitchen tool,bottle openers are a type of game
4501,weed,plant,vegetable,weeds are a type of plant,weeds are a type of vegetable
4502,weed,plant,headwear,weeds are a type of plant,weeds are a type of headwear
4503,weed,plant,accessory,weeds are a type of plant,weeds are a type of accessory
4504,weed,plant,footwear,weeds are a type of plant,weeds are a type of footwear
4505,plunger,tool,footwear,plungers are a type of tool,plungers are a type of footwear
4506,plunger,tool,sea animal,plungers are a type of tool,plungers are a type of sea animal
4507,plunger,tool,water vehicle,plungers are a type of tool,plungers are a type of water vehicle
4508,plunger,tool,toy,plungers are a type of tool,plungers are a type of toy
4509,panda,mammal,footwear,pandas are a type of mammal,pandas are a type of footwear
4510,panda,mammal,food,pandas are a type of mammal,pandas are a type of food
4511,panda,mammal,furniture,pandas are a type of mammal,pandas are a type of furniture
4512,panda,mammal,vegetable,pandas are a type of mammal,pandas are a type of vegetable
4513,panda,animal,protective clothing,pandas are a type of animal,pandas are a type of protective clothing
4514,panda,animal,drink,pandas are a type of animal,pandas are a type of drink
4515,panda,animal,livestock,pandas are a type of animal,pandas are a type of livestock
4516,panda,animal,kitchen equipment,pandas are a type of animal,pandas are a type of kitchen equipment
4517,visor,clothing,food,visors are a type of clothing,visors are a type of food
4518,visor,clothing,livestock,visors are a type of clothing,visors are a type of livestock
4519,visor,clothing,kitchen equipment,visors are a type of clothing,visors are a type of kitchen equipment
4520,visor,clothing,animal,visors are a type of clothing,visors are a type of animal
4521,visor,accessory,sea animal,visors are a type of accessory,visors are a type of sea animal
4522,visor,accessory,vehicle,visors are a type of accessory,visors are a type of vehicle
4523,visor,accessory,livestock,visors are a type of accessory,visors are a type of livestock
4524,visor,accessory,container,visors are a type of accessory,visors are a type of container
4525,visor,protective clothing,weapon,visors are a type of protective clothing,visors are a type of weapon
4526,visor,protective clothing,livestock,visors are a type of protective clothing,visors are a type of livestock
4527,visor,protective clothing,fastener,visors are a type of protective clothing,visors are a type of fastener
4528,visor,protective clothing,drink,visors are a type of protective clothing,visors are a type of drink
4529,go-kart,vehicle,vegetable,go-karts are a type of vehicle,go-karts are a type of vegetable
4530,go-kart,vehicle,weapon,go-karts are a type of vehicle,go-karts are a type of weapon
4531,go-kart,vehicle,musical instrument,go-karts are a type of vehicle,go-karts are a type of musical instrument
4532,go-kart,vehicle,container,go-karts are a type of vehicle,go-karts are a type of container
4533,cord,tool,toy,cords are a type of tool,cords are a type of toy
4534,cord,tool,plant,cords are a type of tool,cords are a type of plant
4535,cord,tool,game,cords are a type of tool,cords are a type of game
4536,cord,tool,office supply,cords are a type of tool,cords are a type of office supply
4537,train set,toy,dessert,train sets are a type of toy,train sets are a type of dessert
4538,train set,toy,tool,train sets are a type of toy,train sets are a type of tool
4539,train set,toy,jewelry,train sets are a type of toy,train sets are a type of jewelry
4540,train set,toy,protective clothing,train sets are a type of toy,train sets are a type of protective clothing
4541,locker,container,jewelry,lockers are a type of container,lockers are a type of jewelry
4542,locker,container,vegetable,lockers are a type of container,lockers are a type of vegetable
4543,locker,container,fruit,lockers are a type of container,lockers are a type of fruit
4544,locker,container,outerwear,lockers are a type of container,lockers are a type of outerwear
4545,tulip,plant,kitchen equipment,tulips are a type of plant,tulips are a type of kitchen equipment
4546,tulip,plant,bird,tulips are a type of plant,tulips are a type of bird
4547,tulip,plant,electronic device,tulips are a type of plant,tulips are a type of electronic device
4548,tulip,plant,garden tool,tulips are a type of plant,tulips are a type of garden tool
4549,toast,food,condiment,toast is a type of food,toast is a type of condiment
4550,toast,food,insect,toast is a type of food,toast is a type of insect
4551,toast,food,auto part,toast is a type of food,toast is a type of auto part
4552,toast,food,kitchen tool,toast is a type of food,toast is a type of kitchen tool
4553,easter egg,food,water vehicle,easter eggs are a type of food,easter eggs are a type of water vehicle
4554,easter egg,food,plant,easter eggs are a type of food,easter eggs are a type of plant
4555,easter egg,food,footwear,easter eggs are a type of food,easter eggs are a type of footwear
4556,easter egg,food,auto part,easter eggs are a type of food,easter eggs are a type of auto part
4557,crab,food,weapon,crabs are a type of food,crabs are a type of weapon
4558,crab,food,water vehicle,crabs are a type of food,crabs are a type of water vehicle
4559,crab,food,auto part,crabs are a type of food,crabs are a type of auto part
4560,crab,food,insect,crabs are a type of food,crabs are a type of insect
4561,crab,sea animal,jewelry,crabs are a type of sea animal,crabs are a type of jewelry
4562,crab,sea animal,clothing,crabs are a type of sea animal,crabs are a type of clothing
4563,crab,sea animal,toiletry,crabs are a type of sea animal,crabs are a type of toiletry
4564,crab,sea animal,school supply,crabs are a type of sea animal,crabs are a type of school supply
4565,crab,seafood,dessert,crabs are a type of seafood,crabs are a type of dessert
4566,crab,seafood,office supply,crabs are a type of seafood,crabs are a type of office supply
4567,crab,seafood,plant,crabs are a type of seafood,crabs are a type of plant
4568,crab,seafood,vehicle,crabs are a type of seafood,crabs are a type of vehicle
4569,crab,animal,outerwear,crabs are a type of animal,crabs are a type of outerwear
4570,crab,animal,weapon,crabs are a type of animal,crabs are a type of weapon
4571,crab,animal,school supply,crabs are a type of animal,crabs are a type of school supply
4572,crab,animal,tool,crabs are a type of animal,crabs are a type of tool
4573,cloak,clothing,school supply,cloaks are a type of clothing,cloaks are a type of school supply
4574,cloak,clothing,kitchen tool,cloaks are a type of clothing,cloaks are a type of kitchen tool
4575,cloak,clothing,musical instrument,cloaks are a type of clothing,cloaks are a type of musical instrument
4576,cloak,clothing,electronic device,cloaks are a type of clothing,cloaks are a type of electronic device
4577,cloak,outerwear,game,cloaks are a type of outerwear,cloaks are a type of game
4578,cloak,outerwear,jewelry,cloaks are a type of outerwear,cloaks are a type of jewelry
4579,cloak,outerwear,bird,cloaks are a type of outerwear,cloaks are a type of bird
4580,cloak,outerwear,office supply,cloaks are a type of outerwear,cloaks are a type of office supply
4581,bagel,food,seafood,bagels are a type of food,bagels are a type of seafood
4582,bagel,food,dessert,bagels are a type of food,bagels are a type of dessert
4583,bagel,food,toiletry,bagels are a type of food,bagels are a type of toiletry
4584,bagel,food,livestock,bagels are a type of food,bagels are a type of livestock
